"RecordNumber"	"StationName"	"Date"	"Survey"	"Replicate"	"Tide"	"Tide Height"	"SalinityZone"	"Temp(C)StartTop"	"Conductivity(uS/cm)StartTop"	"Salinity(ppt)StartTop"	"DOSat(Percent)StartTop"	"DOSat(mg/L)StartTop"	"Chl(ug/L)StartTop"	"Chl(RFU)StartTop"	"Temp(C)StartBottom"	"Conductivity(uS/cm)StartBottom"	"Salinity(ppt)StartBottom"	"DOSat(Percent)StartBottom"	"DOSat(mg/L)StartBottom"	"Chl(ug/L)StartBottom"	"Chl(RFU)StartBottom"	"Temp(C)EndTop"	"Conductivity(uS/cm)EndTop"	"Salinity(ppt)EndTop"	"DOSat(Percent)EndTop"	"DOSat(mg/L)EndTop"	"Chl(ug/L)EndTop"	"Chl(RFU)EndTop"	"Temp(C)EndBottom"	"Conductivity(uS/cm)EndBottom"	"Salinity(ppt)EndBottom"	"DOSat(Percent)EndBottom"	"DOSat(mg/L)EndBottom"	"Chl(ug/L)EndBottom"	"Chl(RFU)EndBottom"	"StartSecchi(cm)"	"EndSecchi(cm)"	"StartNTU"	"EndNTU"	"StartpH"	"EndpH"	"Comments"	"WQStartFile"	"WQEndFile"
1693	"NB-900"	12/7/2016 0:00:00		"1"	"Ebbing"	"3.7"	"4: >10"	8.90	33888.00	21.10	89.00	9.03	0.00	0.00	8.50	34000.00	21.20	87.90	8.95	0.00	0.00						0.00	0.00	0.00					0.00	0.00	38.00		63.60						
1694	"NB-740"	12/7/2016 0:00:00	"12"	"1"	"Ebbing"		"4: >10"	9.79	19434.00	11.57	86.70	9.05	0.00	0.00						0.00	0.00	10.00	20194.00	12.10	70.30	7.45	0.00	0.00						0.00	0.00	62.00	81.00	11.00						
1695	"NB-730"	12/7/2016 0:00:00	"12"	"1"	"Ebbing"		"4: >10"	9.83	18880.00	11.15	83.10	8.67	0.00	0.00	9.83	19087.00	11.30	83.00	8.56	0.00	0.00	9.85	18529.00	10.97	86.90	9.01	0.00	0.00						0.00	0.00	75.00								
1696	"NB-240"	12/8/2016 0:00:00		"1"	"Ebbing"		"4: >10"	9.41	25883.00	15.77	91.70	9.47	0.00	0.00	9.33	25702.00	15.65	90.20	9.37	0.00	0.00	9.56	25952.00	15.82	94.10	9.66	0.00	0.00	9.59	25978.00	15.83	90.40	9.31	0.00	0.00	62.00		27.80						
1697	"NB-250"	12/8/2016 0:00:00		"1"	"Ebbing"		"4: >10"	9.56	25952.00	15.82	94.10	9.66	0.00	0.00	9.59	25978.00	15.83	90.40	9.31	0.00	0.00	9.72	26027.00	15.07	92.20	9.44	0.00	0.00	9.70	26007.00	15.82	90.80	9.32	0.00	0.00		60.00	28.20						
1698	"NB-290"	12/8/2016 0:00:00		"1"	"Ebbing"	"2.9"	"4: >10"	9.47	25737.00	15.67	92.40	9.56	0.00	0.00	9.53	25811.00	15.72	91.50	9.44	0.00	0.00						0.00	0.00						0.00	0.00	50.00		43.70						
1699	"NB-280"	12/8/2016 0:00:00		"1"	"Ebbing"	"2.6"	"4: >10"	9.47	25737.00	15.67	92.40	9.56	0.00	0.00	9.53	25816.00	15.72	91.50	9.44	0.00	0.00	9.48	25738.00	15.68	93.50	9.70	0.00	0.00	9.56	25845.00	15.74	91.10	9.39	0.00	0.00	38.00		42.70						
1700	"NB-540"	12/9/2016 0:00:00		"1"	"Flooding"	"5.7"	"3: 7-9.99"	9.91	16588.00	9.72	84.50	9.00	0.00	0.00						0.00	0.00	9.14	19766.00	11.74	78.80	8.40	0.00	0.00						0.00	0.00	21.00	31.00	97.10				"No GPS recorded"		
1701	"NB-540"	12/9/2016 0:00:00		"2"	"Flooding"		"4: >10"	9.14	19766.00	11.74	78.80	8.40	0.00	0.00						0.00	0.00	9.14	20903.00	12.50	80.00	8.49	0.00	0.00						0.00	0.00	31.00	24.00	78.60				"No GPS recorded"		
1702	"NB-670"	12/9/2016 0:00:00		"1"	"Ebbing"	"4.6"	"4: >10"	9.04	32714.00	20.35	96.10	9.75	0.00	0.00						0.00	0.00	8.99	32455.00	20.17	95.20	9.67	0.00	0.00	8.98	32666.00	20.14	95.00	9.66	0.00	0.00	37.00	21.00	64.60	129.00			"No GPS recorded"		
1703	"NB-660"	12/9/2016 0:00:00		"1"	"Ebbing"		"4: >10"	8.99	32455.00	20.17	95.20	9.67	0.00	0.00	8.98	32666.00	20.14	95.00	9.66	0.00	0.00	9.03	32112.00	19.94	95.40	9.69	0.00	0.00	8.98	32162.00	19.97	95.20	9.69	0.00	0.00	21.00	27.00	129.00	153.00			"No GPS recorded"		
1704	"SB-ALV1"	11/14/2015 0:00:00		"1"	"Flooding"	"3.38"	"4: >10"	13.70	27179.00	21.80	79.70	7.27	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	40.00		28.30						
1705	"SB-ALV3"	11/14/2015 0:00:00		"1"	"Flooding"	"6.864"	"4: >10"	15.00	30608.00	24.00	88.00	7.44	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00									
1706	"SB-A21.1"	11/14/2015 0:00:00		"1"	"Flooding"	"9.2"	"4: >10"	14.70	32261.00	25.70	80.00	6.96	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00			50.80						
1707	"SB-A21.4"	11/14/2015 0:00:00		"1"	"Ebbing"	"2.308"	"4: >10"	14.90	31387.00	24.80	87.50	7.69	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	35.00		45.50						
1708	"SB-ART1"	11/15/2015 0:00:00		"1"	"Flooding"	"4.678"	"1: 1-3.99"	21.70	3758.00	2.10	71.80	6.30	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	54.00		15.70						
1709	"SB-A19.4"	11/15/2015 0:00:00		"1"	"Flooding"	"7.84"	"4: >10"	15.00	21544.00	16.40	60.60	5.55	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	27.00		53.80						
1710	"NB-1093"	1/3/2017 0:00:00	"1"	"1"	"Low"	"2.8"	"4: >10"	8.90	12872.00	12.60			0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	45.00		28.80		7.82		"YSI not reading DO"		
1711	"NB-1093"	1/3/2017 0:00:00	"1"	"2"	"Flooding"	"2.8"	"4: >10"	9.00	14890.00	12.90			0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	45.00		25.90		7.80		"YSI not reading DO"		
1712	"NB-920"	1/4/2017 0:00:00	"1"	"1"	"Ebbing"	"4.2"	"4: >10"	8.20	12573.00	10.90	122.30	16.04	0.00	0.00	8.50	13075.00	11.30	131.90	16.72	0.00	0.00	8.50	13075.00	11.30	131.90	16.72	0.00	0.00	8.10	12652.00	10.00	153.00	16.00	0.00	0.00	23.00		3.96		7.45	7.45			
1716	"NB-520"	1/5/2017 0:00:00	"1"	"1"	"High"	"5.8"	"0: <1"	9.30	148.70	0.10	66.90	7.59	0.00	0.00						0.00	0.00	9.40	137.10	0.40	73.90	7.17	0.00	0.00						0.00	0.00	24.00	42.00	235.00	120.00	8.31	7.70	"No CB sample"		
1721	"NB-760"	1/11/2017 0:00:00	"1"	"1"	"Flooding"	"3.8"	"0: <1"	11.40	175.00	0.20	186.90	19.99	0.00	0.00	11.00	192.60	0.20	335.30	34.69	0.00	0.00	11.50	202.70	0.10			0.00	0.00	11.50	207.10	0.10			0.00	0.00	15.00	12.00	131.00	39.40	6.82	7.31	"Rodent holes chewed in net.  DO reading says OVER - malfunctioning for end WQ"		
1723	"NB-890"	1/11/2017 0:00:00	"1"	"1"	"Flooding"	"6.1"	"1: 1-3.99"	11.80	1760.00	1.20			0.00	0.00	11.80	2607.00	1.80			0.00	0.00	12.00	2824.00	2.00			0.00	0.00	12.00	3816.00	2.70			0.00	0.00	9.00	18.00	429.00	339.00	7.09				
1729	"NB-1005"	1/11/2017 0:00:00	"1"	"1"	"Ebbing"	"6.2"	"3: 7-9.99"	11.80	8899.00	6.80			0.00	0.00	11.40	11747.00	9.30			0.00	0.00	11.70	10500.00	8.20			0.00	0.00						0.00	0.00	25.00	31.00	79.40	61.70	7.71				
1730	"NB-1001"	1/11/2017 0:00:00	"1"	"1"	"Ebbing"	"5.6"	"3: 7-9.99"	11.70	10500.00	8.20			0.00	0.00						0.00	0.00	12.10	8478.00	6.40			0.00	0.00						0.00	0.00	31.00		61.70	82.20	7.62	7.57			
1731	"NB-590"	1/12/2017 0:00:00	"1"	"1"	"Ebbing"	"2.6"	"0: <1"	11.00	275.60	0.10	70.00	7.70	0.00	0.00	11.20	272.00	0.10	75.70	8.31	0.00	0.00	11.00	279.20	0.10	74.10	8.08	0.00	0.00	11.20	278.00	0.10	73.20	7.91	0.00	0.00	20.00	16.00	101.00	103.00	7.79	7.13	"No CB net; did not have the right mounting bracket
YSI- #2"		
1732	"NB-580"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"2.7"	"0: <1"	11.10	280.70	0.10	74.40	8.01	0.00	0.00						0.00	0.00	11.10	284.20	0.10	89.60	9.36	0.00	0.00						0.00	0.00	27.00	27.00	98.70	106.00	7.27	7.15			
1733	"NB-1017"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"3.8"	"1: 1-3.99"	10.90	2441.00	1.30	76.20	8.29	0.00	0.00						0.00	0.00	10.70	6347.00	3.50	101.20	10.24	0.00	0.00						0.00	0.00	20.00	30.00	151.00	89.40	7.14	7.08			
1734	"NB-1030"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"3.9"	"2: 4-6.99"	10.60	8867.00	5.00	92.70	9.99	0.00	0.00						0.00	0.00	10.20	5372.00	2.90	87.10	9.56	0.00	0.00						0.00	0.00	32.00	29.00	91.60	97.00	7.42	7.52	"PPT is weird (started high, ended low), but true (mixing zone probably)"		
1735	"NB-1041"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"4.3"	"1: 1-3.99"	9.80	3491.00	1.80	89.30	9.96	0.00	0.00						0.00	0.00	9.80	2691.00	1.40	123.60	12.78	0.00	0.00						0.00	0.00	28.00	20.00	117.00	152.00	7.69	7.53			
1736	"NB-1052"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"4.7"	"0: <1"	9.60	1399.00	0.70	89.00	10.08	0.00	0.00						0.00	0.00	9.70	1484.00	0.80	104.70	11.20	0.00	0.00						0.00	0.00	28.00	26.00	156.00	158.00	7.67	7.68			
1737	"NB-1038"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"5.2"	"1: 1-3.99"	9.70	3162.00	1.70	92.80	10.42	0.00	0.00						0.00	0.00	9.90	4861.00	2.60	94.20	10.45	0.00	0.00						0.00	0.00	29.00	29.00	128.00	89.50	7.53	7.35			
1738	"NB-1026"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"5.5"	"2: 4-6.99"	11.00	9161.00	5.20	96.20	10.07	0.00	0.00						0.00	0.00	10.90	9359.00	5.30	87.10	9.19	0.00	0.00						0.00	0.00	37.00	42.00	68.30	64.90	7.64	7.68			
1739	"NB-1025"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"5.8"	"2: 4-6.99"	10.80	9059.00	5.10	88.40	9.45	0.00	0.00						0.00	0.00	10.80	8912.00	5.00	88.30	9.52	0.00	0.00						0.00	0.00	28.00	39.00	55.10	57.00	7.60	7.54			
1740	"NB-1010"	1/12/2017 0:00:00	"1"	"1"	"Flooding"	"7.1"	"2: 4-6.99"	10.90	8549.00	4.80	84.30	8.99	0.00	0.00						0.00	0.00	11.00	8748.00	4.90	82.20	8.72	0.00	0.00						0.00	0.00	29.00	34.00	60.90	63.60	7.58	7.56			
1742	"NB-480"	1/13/2017 0:00:00	"1"	"1"			"0: <1"	9.70	380.80	0.20	83.00	9.41	0.00	0.00	9.90	386.40	0.20	72.30	8.93	0.00	0.00	9.90	355.30	0.20	83.90	9.49	0.00	0.00	9.20	351.90	0.20	78.10	79.30	0.00	0.00	19.00	10.00	264.00	244.00	7.64	7.42			
1743	"NB-1119"	1/13/2017 0:00:00	"1"	"1"	"Flooding"	"3.1"	"0: <1"	9.80	1019.00	0.50	85.00	10.76	0.00	0.00						0.00	0.00	10.00	645.00	0.30	79.70	9.00	0.00	0.00						0.00	0.00	16.00	10.00	237.00	217.00	7.56	7.66			
1752	"SB-COY4"	1/14/2017 0:00:00	"1"	"1"	"High"	"9"	"4: >10"	12.20	19703.00	11.80	71.90	7.13	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	24.00		72.30		7.55		"Clear and calm.  Large rains & flooding prior. 7:35 up, 2:30 up.  Bad flowmeter numbers"		
1753	"SB-A21.1"	1/14/2017 0:00:00	"1"	"1"	"Ebbing"	"7.4"	"2: 4-6.99"	11.90	12021.00	5.20	8.00	8.27	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	12.00		341.00		7.86				
1754	"SB-A21.4"	1/14/2017 0:00:00	"1"	"1"	"Ebbing"	"7"	"2: 4-6.99"	12.00	9257.00	5.20	73.50	7.76	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	18.00		268.00		7.86		"CB out of water & not set on the frame correctly."		
1756	"SB-A19.4"	1/15/2017 0:00:00	"1"	"1"	"Flooding"	"8.2"	"1: 1-3.99"	11.10	6235.00	3.40	821.00	8.65	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	25.00		149.00		7.10		"only did beginning WQ, Hobbs tested end WQ on some tows but there was no difference in salinity"		
1757	"SB-A19.1"	1/15/2017 0:00:00	"1"	"1"	"Flooding"	"+8.4"	"2: 4-6.99"	11.00	7003.00	3.90	85.70	9.13	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	21.00		179.00		7.17				
1758	"SB-UCOY 1"	1/15/2017 0:00:00	"1"	"2"	"Flooding"	"1"	"0: <1"	11.10	590.00	0.30	89.40	9.28	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	22.00		97.90		7.41				
1759	"SB-UCOY 2"	1/15/2017 0:00:00	"1"	"1"	"High"	"+8.4"	"2: 4-6.99"	11.00	8720.00	4.90	67.70	7.22	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	28.00		95.20		7.12				
1760	"SB-COY1"	1/15/2017 0:00:00	"1"	"1"	"Ebbing"	"8.2"	"2: 4-6.99"	11.30	10019.00	5.70	90.20	9.43	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	23.00		92.30		7.19				
1761	"SB-ART3"	1/15/2017 0:00:00	"1"	"1"	"Ebbing"	"+8"	"2: 4-6.99"	11.20	7069.00	3.90	74.20	7.94	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	23.00		87.00		7.14				
1762	"NB-201"	1/17/2017 0:00:00	"2"	"1"	"Ebbing"	"5.4"	"0: <1"	9.50	278.00	0.10	885.50	9.75	0.00	0.00	9.70	496.00	0.20	91.50	10.34	0.00	0.00	9.60	11.00	0.00	81.60	9.06	0.00	0.00	9.70	511.00	0.20	87.50	9.80	0.00	0.00		37.00	42.10	44.50	7.65	7.65			
1763	"NB-242"	1/17/2017 0:00:00	"1"	"1"	"Ebbing"	"4.9"	"2: 4-6.99"	9.20	1416.00	0.70	81.50	9.31	0.00	0.00						0.00	0.00	8.90	1454.00	0.70	108.00	14.20	0.00	0.00						0.00	0.00	19.00	29.00	120.00	108.00	7.71	7.75			
1764	"NB-252"	1/17/2017 0:00:00	"1"	"1"	"Ebbing"	"4.5"	"0: <1"	9.10	1362.00	0.70	87.50	9.98	0.00	0.00	9.20	1347.00	0.70	89.50	10.18	0.00	0.00	8.80	1367.00	0.70	84.00	9.57	0.00	0.00	8.90	1197.00	0.60	85.10	9.78	0.00	0.00	27.00	20.00	134.00	136.00	7.77	7.78			
1765	"NB-271"	1/17/2017 0:00:00	"1"	"1"	"Ebbing"	"3.6"	"0: <1"	9.00	1487.00	0.80	95.00	11.00	0.00	0.00						0.00	0.00	8.90	1453.00	0.80	107.50	11.74	0.00	0.00						0.00	0.00	16.00	14.00	177.00	145.00	7.77	7.79			
1766	"NB-341"	1/17/2017 0:00:00	"2"	"1"	"Ebbing"	"3"	"0: <1"	8.70	1042.00	0.50	90.80	10.42	0.00	0.00	8.60	1121.00	0.60	88.20	11.04	0.00	0.00	8.70	905.00	0.40	84.30	9.73	0.00	0.00	8.80	972.00	0.50	85.90	9.92	0.00	0.00	0.50	0.60	180.00	190.00	7.92	7.85			
1767	"NB-1119"	1/17/2017 0:00:00	"1"	"1"	"Ebbing"	"2.2"	"0: <1"	8.70	1369.00	0.70	82.00	9.54	0.00	0.00						0.00	0.00	8.90	1273.00	0.60	87.00	10.30	0.00	0.00						0.00	0.00	21.00	14.00	184.00	133.00	7.75	7.70			
1768	"NB-1117"	1/17/2017 0:00:00	"2"	"1"	"Low"	"2.2"	"0: <1"	8.90	1826.00	0.90	95.70	10.90	0.00	0.00	9.90	3079.00	1.20	90.20	10.33	0.00	0.00	9.30	4602.00	2.50	90.90	10.07	0.00	0.00	9.40	4635.00	2.50	88.40	9.93	0.00	0.00	19.00	30.00	126.00	169.00	7.55	7.03	"CB spilled.  No sample taken.  Stepped early.  Last two steps closer to surface for last two minutes."		
1769	"NB-1115"	1/17/2017 0:00:00	"1"	"1"	"Low"	"2.2"	"1: 1-3.99"	9.40	5132.00	2.80	83.50	9.32	0.00	0.00						0.00	0.00	9.30	3426.00	2.00	84.80	9.50	0.00	0.00						0.00	0.00	22.00	20.00	177.00	159.00	7.50	7.62			
1770	"NB-1182"	1/17/2017 0:00:00	"2"	"1"	"Flooding"	"2.3"	"1: 1-3.99"	9.20	5181.00	2.80	87.80	10.30	0.00	0.00						0.00	0.00						0.00	0.00						0.00	0.00	18.00	39.00	139.00		7.50		"Right by pilons of the Pinole peer"		
1771	"NB-1184"	1/17/2017 0:00:00	"2"	"1"	"Flooding"	"2.4"	"1: 1-3.99"	9.50	4977.00	2.70	101.00	11.80	0.00	0.00						0.00	0.00	9.50	5247.00	2.80	91.10	10.09	0.00	0.00						0.00	0.00	20.00		131.00		7.64				
1772	"NB-1171"	1/17/2017 0:00:00	"1"	"1"	"Flooding"	"2.6"	"1: 1-3.99"	9.50	6213.00	3.50	83.10	9.38	0.00	0.00	9.60	5562.00	3.00	84.80	9.00	0.00	0.00	9.60	5900.00	3.20	95.10	10.44	0.00	0.00						0.00	0.00	24.00	21.00	134.00	89.20	7.63	7.60			
1773	"NB-201"	1/23/2017 0:00:00	"1"	"1"	"Flooding"	"5.1"	"0: <1"	10.40	125.10	0.10	54.20	6.15	0.00	0.00	10.50	135.50	0.10	55.10	6.12	0.00	0.00	10.60	130.40	0.10	50.60	5.81	0.00	0.00	10.60	130.50	0.10	47.40	5.15	0.00	0.00	18.00	22.00	124.00	135.00	6.27	7.04			
1774	"NB-244"	1/23/2017 0:00:00	"2"	"1"	"Flooding"	"5.7"	"0: <1"	9.80	330.70	0.20	46.40	5.38	0.00	0.00						0.00	0.00	10.50	150.20	0.10	52.80	5.81	0.00	0.00						0.00	0.00	18.00	20.00	232.00	157.00	7.09	7.33	"Sled just below surface b/c depth was very shallow. First 4 min CB was in and out (bobbing)"		
1775	"NB-254"	1/23/2017 0:00:00	"2"	"1"	"Flooding"	"6"	"0: <1"	9.20	208.20	0.10	58.20	7.05	0.00	0.00						0.00	0.00	10.50	142.70	0.10	52.70	5.97	0.00	0.00						0.00	0.00	23.00	19.00	191.00	159.00	7.32	7.28	"8:30 start rain.  Big fish 'working' bank in NB 254, rainbow, big anvil clouds"		
1776	"NB-273"	1/23/2017 0:00:00	"2"	"1"	"Flooding"	"6"	"0: <1"	10.00	154.50	0.10	42.70	4.83	0.00	0.00						0.00	0.00	10.50	195.70	0.10	73.00	8.53	0.00	0.00						0.00	0.00	18.00	18.00	213.00	237.00	7.36	7.32	"rain stopped"		
1777	"NB-341"	1/23/2017 0:00:00	"1"	"1"	"High"	"6"	"0: <1"	10.10	465.00	0.30	80.30	9.69	0.00	0.00						0.00	0.00	10.20	488.00	0.30	75.40	8.52	0.00	0.00						0.00	0.00	19.00	15.00	247.00	230.00	7.36	7.38	"Bottom ppt same as top (start). SLS cod end fell off while unscrewing; fished it out of the drink (loss of sample estimate 25%). Got the cod end back --> priceless"		
1778	"NB-1147"	1/23/2017 0:00:00	"2"	"1"	"Ebbing"	"5.6"	"0: <1"	9.50	1108.00	0.80	78.10	8.00	0.00	0.00	10.70	21855.00	18.60	111.10	10.94	0.00	0.00	9.50	1231.00	0.90	98.80	11.03	0.00	0.00	10.60	19825.00	16.80	79.70	7.94	0.00	0.00	30.00	25.00	162.00	30.60	7.33	8.01	"6.0 tide, plenty of height under blue bridge.  Sturgeon breach at NB 370"		
1779	"NB-1145"	1/23/2017 0:00:00	"2"	"1"	"Ebbing"	"5.2"	"0: <1"	9.40	1228.00	0.90	81.70	9.07	0.00	0.00	10.20	15565.00	13.00	76.10	7.73	0.00	0.00	9.60	1330.00	1.00	91.20	10.30	0.00	0.00	9.60	7574.00	6.10	82.00	8.99	0.00	0.00	30.00	25.00	83.80	38.30	7.95	7.64			
1780	"NB-1160"	1/23/2017 0:00:00	"2"	"1"	"Ebbing"	"4.4"	"0: <1"	9.80	1240.00	0.90	96.20	10.64	0.00	0.00	10.10	13781.00	11.40	85.50	8.61	0.00	0.00	9.90	805.00	0.60	85.10	9.53	0.00	0.00	9.90	10591.00	8.70	78.80	8.45	0.00	0.00	30.00	24.00	78.90	81.90	8.06	7.49			
1781	"NB-1202"	1/23/2017 0:00:00	"2"	"1"	"Ebbing"	"3.8"	"1: 1-3.99"	9.60	1737.00	1.30	82.60	9.31	0.00	0.00	9.30	2584.00	2.00	82.20	9.51	0.00	0.00	9.60	1694.00	1.20	92.30	10.81	0.00	0.00	9.50	5524.00	4.30	86.10	9.29	0.00	0.00	26.00	26.00	79.20	76.90	7.93	7.73	"top and bottom ppt fairly similar; odd spot to mix.  Followed tow scheduel religiously"		
1782	"NB-1211"	1/23/2017 0:00:00	"2"	"1"	"Ebbing"	"3.2"	"2: 4-6.99"	9.70	5240.00	4.10	80.40	9.00	0.00	0.00	9.70	7981.00	6.40	78.90	8.48	0.00	0.00	9.70	2861.00	2.20	91.30	10.02	0.00	0.00	9.80	8857.00	7.20	87.60	9.33	0.00	0.00	50.00	28.00	44.20	59.80	7.42	7.71			
1783	"NB-542"	1/24/2017 0:00:00	"1"	"1"	"Flooding"	"4.1"	"0: <1"	9.30	497.00	0.30	63.00	7.20	0.00	0.00						0.00	0.00	9.50	489.00	0.30	60.40	6.83	0.00	0.00						0.00	0.00	20.00		135.00	116.00	7.59	7.47	"2030 #1. Hach #1. Taking H2O ""grabs"""		
1784	"NB-540"	1/24/2017 0:00:00	"2"	"1"	"Flooding"	"4.4"	"0: <1"	9.80	136.60	0.10	61.10	6.85	0.00	0.00						0.00	0.00	9.80	141.00	0.10	65.80	7.29	0.00	0.00	9.90	138.40	0.10	62.50	6.98	0.00	0.00	30.00	35.00	64.30	62.70	7.51	7.41			
1785	"NB-1096"	1/24/2017 0:00:00	"1"	"1"	"Flooding"	"6.1"	"1: 1-3.99"	9.30	2043.00	1.50	86.10	9.80	0.00	0.00	9.40	2043.00	1.50	30.00	13.40	0.00	0.00	9.20	2203.00	1.50	121.80	13.89	0.00	0.00						0.00	0.00	25.00	31.00	93.60	87.00	7.40	7.61			
1786	"NB-1108"	1/24/2017 0:00:00	"2"	"1"	"Flooding"	"6.3"	"1: 1-3.99"	9.10	2011.00	1.50	98.00	11.00	0.00	0.00	9.10	2069.00	1.60	77.00	8.80	0.00	0.00	9.10	2255.00	1.70	101.50	11.82	0.00	0.00	9.10	2263.00	1.70	99.00	10.42	0.00	0.00	35.00		81.60	79.70	7.66	7.63			
1787	"NB-1076"	1/24/2017 0:00:00	"2"	"1"	"High"	"6.4"	"1: 1-3.99"	9.30	2433.00	1.80	95.30	11.08	0.00	0.00						0.00	0.00	9.40	2892.00	2.20	111.90	12.03	0.00	0.00						0.00	0.00	21.00	25.00	81.10	71.40	7.65				
1788	"NB-1065"	1/24/2017 0:00:00	"2"	"1"	"High"	"5.7"	"1: 1-3.99"	9.60	2747.00	2.10	114.70	12.36	0.00	0.00						0.00	0.00	9.70	2698.00	2.00	107.30	12.19	0.00	0.00						0.00	0.00	30.00	23.00	81.00	81.00	7.76	7.75			
1789	"NB-1054"	1/24/2017 0:00:00	"2"	"1"	"High"	"5.6"	"1: 1-3.99"	9.70	2698.00	2.00	102.00	11.80	0.00	0.00						0.00	0.00	9.80	2532.00	1.90	99.50	11.89	0.00	0.00						0.00	0.00	24.00	23.00	74.40	92.90	7.75	7.74			
1790	"NB-640"	1/24/2017 0:00:00	"2"	"1"	"Ebbing"	"4.9"	"0: <1"	10.20	246.50	0.20	75.50	9.62	0.00	0.00	10.10	240.20	0.20	89.80	9.70	0.00	0.00	10.20	257.80	0.20	88.80	9.60	0.00	0.00	10.10	258.50	0.20	71.10	7.95	0.00	0.00	28.00	26.00	71.70	64.90	7.73	7.27			
1791	"NB-621"	1/24/2017 0:00:00	"1"	"1"	"Ebbing"	"5.8"	"0: <1"	10.30	367.80	0.20	75.00	8.40	0.00	0.00						0.00	0.00	10.40	383.20	0.30	79.90	8.71	0.00	0.00						0.00	0.00	25.00	28.00	54.40	55.00	7.18	6.89			
1793	"NB-730"	1/25/2017 0:00:00	"1"	"1"	"Flooding"	"4"	"0: <1"	9.15	371.00	0.18	85.10	9.78	0.00	0.00	9.15	371.00	0.18	83.70	9.62	0.00	0.00	9.23	390.00	0.19	86.20	9.84	0.00	0.00	9.25	391.00	0.19	84.00	9.62	0.00	0.00	22.00	22.00	46.00	48.20	7.28	7.21	"650 and sonde #1. hach #1 (for pH). Polygons are not right on the trimble, it said NB592"		
1794	"NB-740"	1/25/2017 0:00:00	"1"	"1"	"Flooding"	"4.3"	"0: <1"	9.32	414.00	0.20	83.70	9.59	0.00	0.00	9.29	425.00	0.21	83.30	9.56	0.00	0.00	9.39	423.00	0.20	83.30	9.50	0.00	0.00	9.45	423.00	0.21	82.30	9.40	0.00	0.00	26.00	18.00	54.60	65.30	7.31	7.34			
1795	"NB-1008"	1/25/2017 0:00:00	"2"	"1"	"Flooding"	"5.8"	"1: 1-3.99"	9.32	2224.00	1.15	92.20	10.49	0.00	0.00						0.00	0.00	9.41	2366.00	1.22	90.30	10.26	0.00	0.00						0.00	0.00	12.00	14.00	111.90	105.10	7.44	7.35			
1796	"NB-1156"	1/25/2017 0:00:00	"2"	"1"	"Flooding"	"6"	"1: 1-3.99"	9.08	3965.00	2.11	97.00	11.01	0.00	0.00						0.00	0.00	9.16	3900.00	2.07	95.50	10.85	0.00	0.00						0.00	0.00	28.00	36.00	35.70	40.20	7.42	7.42	"getting H2O grabs too (filtered and unfiltered). Water hyacynth."		
1797	"NB-1105"	1/25/2017 0:00:00	"2"	"1"	"Flooding"	"5.9"	"1: 1-3.99"	9.27	4440.00	2.38	96.00	10.84	0.00	0.00						0.00	0.00	9.26	4332.00	2.31	97.20	11.00	0.00	0.00						0.00	0.00	30.00		39.40	43.80	7.29	7.44			
1798	"NB-1188"	1/25/2017 0:00:00	"2"	"1"	"High"	"6.2"	"1: 1-3.99"	9.11	3847.00	2.04	95.10	10.81	0.00	0.00						0.00	0.00	9.25	4115.00	2.14	7.40	10.74	0.00	0.00					0.00	0.00	0.00	29.00	40.00	42.50	39.70	7.42	7.40			
1799	"NB-1199"	1/25/2017 0:00:00	"2"	"1"	"High"	"6.2"	"1: 1-3.99"	9.04	3888.00	2.06	94.10	10.71	0.00	0.00						0.00	0.00	9.20	4460.00	2.38	93.60	10.60	0.00	0.00						0.00	0.00	22.00	27.00	52.90	39.80	7.41	7.33	"Ran a little shallow on net due to depth. Did not do any pulls to keep CB in water."		
